# t (s)	mx ()	my ()	mz ()
0	0.099875234	0.94881475	0.29962572
1.0032845975729597e-10	0.21534243	0.9595968	0.17958479
2.0047732964505164e-10	0.28245392	0.9530155	0.10749023
3.0010802307407626e-10	0.32127255	0.9446001	0.06419201
4.003540021124908e-10	0.3437898	0.93807364	0.037914958
5.000275210599129e-10	0.3564587	0.93383914	0.0221599
6.001786446251769e-10	0.36338982	0.9313408	0.012606883
7.003880076374763e-10	0.36684984	0.93004274	0.006845729
8.00075190655973e-10	0.36822358	0.92951834	0.0033871054
9.002649830032518e-10	0.368354	0.92947185	0.001288278
1.0004267935096459e-09	0.36772865	0.9297207	2.2470125e-05
1.1001052967711116e-09	0.36665282	0.93014556	-0.00073900475
1.2003511047790505e-09	0.3652939	0.9306803	-0.0012026796
1.3005065079581742e-09	0.3637666	0.9312784	-0.0014836655
1.4001456410363227e-09	0.36214337	0.9319113	-0.0016544167
1.5003957644142647e-09	0.3604445	0.9325701	-0.0017604532
1.6000623222548149e-09	0.35871297	0.933238	-0.0018266675
1.7002211756073236e-09	0.35694396	0.9339167	-0.0018697452
1.8004218150947246e-09	0.35515317	0.9345999	-0.0018989407
1.900105193895189e-09	0.35335523	0.93528175	-0.00191995
2.0003125765965186e-09	0.35153374	0.9359686	-0.0019365025
2.100461861110688e-09	0.34970054	0.9366558	-0.0019505918
2.2001381125046535e-09	0.34786358	0.93734026	-0.0019634666
2.300383571736389e-09	0.34600362	0.9380291	-0.001976017
2.4000199168626055e-09	0.34414223	0.9387143	-0.00198859
2.500182936982856e-09	0.3422576	0.93940383	-0.002001613
2.6004346971600802e-09	0.34035733	0.94009465	-0.0020152167
2.7000952353554343e-09	0.3384536	0.9407824	-0.0020294324
2.800246383850817e-09	0.33652496	0.9414748	-0.0020444922
2.9004771900004367e-09	0.33457848	0.942169	-0.0020604024
3.000158683014249e-09	0.33262557	0.94286096	-0.0020770938
3.1003115230836956e-09	0.3306454	0.9435579	-0.002094779
3.2004985052813383e-09	0.32864547	0.94425714	-0.002113426
3.300188254184974e-09	0.32663557	0.94495505	-0.0021329604
3.4003860208280816e-09	0.32459444	0.94565886	-0.0021536113
3.5000220680513465e-09	0.3225429	0.94636136	-0.0021751884
3.60023034923145e-09	0.32045648	0.9470705	-0.0021979813
3.700472932429074e-09	0.31834513	0.9477831	-0.002221907
3.80010933482731e-09	0.31622133	0.94849455	-0.00224685
3.9002771110082784e-09	0.31405973	0.9492132	-0.0022731281
4.0005264261469584e-09	0.31186858	0.9499361	-0.0023006801
4.1001872212324066e-09	0.30966142	0.9506587	-0.0023293612
4.200338246041075e-09	0.3074131	0.95138884	-0.002359527
4.300567466251961e-09	0.3051312	0.95212394	-0.002391119
4.400249818372551e-09	0.30282873	0.9528596	-0.0024239817
4.500407596960553e-09	0.30048066	0.9536034	-0.0024585153
4.60004524040924e-09	0.29810876	0.95434827	-0.0024944288
4.700285146549837e-09	0.2956847	0.9551029	-0.0025322053
4.8004935617670315e-09	0.29322168	0.9558628	-0.0025716892
4.9001189454469596e-09	0.29073197	0.95662373	-0.002612717
5.000306599133126e-09	0.28818494	0.9573949	-0.002655848
5.100554154130331e-09	0.28559113	0.9581726	-0.0027009659
5.200200515828301e-09	0.2829659	0.95895195	-0.0027478416
