# t (s)	mx ()	my ()	mz ()
0	0.099875234	0.94881475	0.29962572
1.0008677244559556e-10	0.39032537	0.8717639	0.2946125
2.001676481837976e-10	0.6425214	0.7089789	0.2886188
3.0002163369482517e-10	0.82906866	0.48628378	0.2740832
4.001000768645052e-10	0.9362572	0.24017367	0.2548246
5.001724256667767e-10	0.97034216	-0.00359556	0.24028368
6.00002766394696e-10	0.9423083	-0.23729858	0.23456237
7.000815223491991e-10	0.85712564	-0.45828295	0.23341711
8.00163891279286e-10	0.720623	-0.6537899	0.22887015
9.000074063520782e-10	0.54913217	-0.8067497	0.21631011
1.0000938973759465e-09	0.36463073	-0.9095214	0.19783975
1.1001761802101388e-09	0.18481709	-0.965942	0.17962936
1.200012036101803e-09	0.015874509	-0.9856224	0.16685015
1.3000919001532815e-09	-0.1449972	-0.9759763	0.16117506
1.4001740005215657e-09	-0.3008264	-0.9396747	0.16115183
1.5000156841440906e-09	-0.45153013	-0.8768576	0.16308717
1.6001048893538402e-09	-0.5930173	-0.7881543	0.16256596
1.7001959427091078e-09	-0.7166583	-0.679149	0.15631272
1.8000456152617894e-09	-0.81522447	-0.5604321	0.14373413
1.9001365477606692e-09	-0.8872515	-0.442914	0.12667283
2.000225021121107e-09	-0.93561614	-0.33536968	0.108115256
2.1000693452739255e-09	-0.9658613	-0.2419252	0.0906142
2.2001541703851517e-09	-0.9836687	-0.16241714	0.075530574
2.300238211684984e-09	-0.99327946	-0.09538768	0.0634313
2.4000794712730402e-09	-0.99765474	-0.038500793	0.05430933
2.5001630761193035e-09	-0.9986696	0.01107694	0.047860242
2.6000039585892836e-09	-0.99737513	0.055477213	0.04380194
2.7000875779373667e-09	-0.99427307	0.09704153	0.04182617
2.8001715747528103e-09	-0.9894829	0.13753685	0.04170395
2.900012900669011e-09	-0.9828416	0.17851342	0.043225665
3.000098940801445e-09	-0.9738827	0.22159788	0.046204
3.100186151407842e-09	-0.9619576	0.26786694	0.050409257
3.200030895661426e-09	-0.9462517	0.3180303	0.05551635
3.300119814945978e-09	-0.9257097	0.37269396	0.061103534
3.40021011655789e-09	-0.89941275	0.43145537	0.06654139
3.5000602489760067e-09	-0.8667796	0.49307537	0.07104341
3.6001568003608562e-09	-0.8276054	0.5559335	0.07378082
3.7000115039526983e-09	-0.7829752	0.61715937	0.07397559
3.800105692523353e-09	-0.73465395	0.67425513	0.071131125
3.900204109844549e-09	-0.6856394	0.72460663	0.06514356
4.000058089319909e-09	-0.6393896	0.76643497	0.056341626
4.100157180044861e-09	-0.598897	0.79919416	0.04526996
4.200008894277381e-09	-0.56699586	0.8227442	0.032681055
4.300105556467287e-09	-0.5453765	0.83765966	0.019182658
4.4002026017192525e-09	-0.53516394	0.84442663	0.0053767483
4.500055854696981e-09	-0.53663504	0.84346884	-0.008224485
4.600149973805577e-09	-0.54943	0.8349546	-0.021252876
4.7000046988283365e-09	-0.57249963	0.81890106	-0.03320188
4.800101999213423e-09	-0.60434514	0.79517245	-0.043642085
4.9002014516735615e-09	-0.642721	0.7639505	-0.052031804
5.000055047699822e-09	-0.68485874	0.72596276	-0.057898153
5.1001524894813265e-09	-0.7281203	0.68229574	-0.060966004
5.200007555584669e-09	-0.7696457	0.6350728	-0.061167885
5.300106300560148e-09	-0.8075302	0.58641243	-0.05873583
5.400203601589112e-09	-0.84033394	0.5388616	-0.054131173
5.500054004125911e-09	-0.8674529	0.49469298	-0.047957957
5.600148550281643e-09	-0.88910466	0.45536605	-0.04077049
5.700240912308397e-09	-0.90569	0.4221231	-0.03307467
5.800089947613097e-09	-0.91782176	0.39565796	-0.025244981
5.900181757074024e-09	-0.9261907	0.37611514	-0.01746102
6.0000298020085595e-09	-0.9312805	0.36363012	-0.009865625
6.100121384004944e-09	-0.93348914	0.35805666	-0.0024495232
6.200211203043336e-09	-0.93300474	0.35929197	0.004782462
6.300059130885676e-09	-0.9298767	0.36714286	0.011836588
6.400150054525665e-09	-0.9239774	0.38145337	0.018749395
6.500240436376349e-09	-0.9150732	0.40195456	0.025458401
6.600089159322012e-09	-0.902878	0.42819414	0.031833477
6.7001814798346556e-09	-0.8869974	0.45971736	0.03770551
6.800032089603893e-09	-0.86725724	0.49551478	0.042760618
6.900125120880468e-09	-0.84351856	0.534574	0.04667086
7.000221260129498e-09	-0.81612617	0.57530785	0.049049377
7.100072099660815e-09	-0.78591424	0.61588156	0.04957012
7.200168970886085e-09	-0.75397414	0.65470135	0.04802649
7.300023942974578e-09	-0.7221051	0.68993336	0.04438624
7.400119245892716e-09	-0.69203293	0.72041905	0.038775314
7.500217723114802e-09	-0.6657148	0.74515444	0.03149996
7.600071823058381e-09	-0.64484775	0.7635932	0.022985628
7.70016691041425e-09	-0.63058674	0.775637	0.013639161
7.800018606489242e-09	-0.62377053	0.78124034	0.003956292
7.900116654853728e-09	-0.624625	0.7805465	-0.005675368
8.000216913475887e-09	-0.63293004	0.7737035	-0.014817777
8.100072257104757e-09	-0.64792144	0.7609841	-0.023058627
8.20016886057282e-09	-0.66853714	0.74268246	-0.030074
8.300023579138233e-09	-0.69322103	0.7194452	-0.035516016
8.40012368931785e-09	-0.7204362	0.6919923	-0.03917753
8.500220052466355e-09	-0.74843365	0.6615075	-0.04092452
8.60007044704622e-09	-0.77560246	0.62944967	-0.040777605
8.700166117291787e-09	-0.80082047	0.59717417	-0.038886324
8.800018246286026e-09	-0.8230785	0.56633896	-0.035512377
8.900113423158677e-09	-0.841967	0.5381552	-0.03095001
9.000207280253493e-09	-0.8572203	0.5138253	-0.025526669
9.100060687346694e-09	-0.86882627	0.49423504	-0.019550348
9.200154979005796e-09	-0.8769733	0.4798581	-0.013237163
9.300006405935012e-09	-0.8817927	0.47108728	-0.006810936
9.400099816005361e-09	-0.883463	0.46799964	-0.00039258756
9.500191866521459e-09	-0.88207614	0.47056955	0.0058754534
9.60004197069245e-09	-0.8777014	0.47856227	0.01185932
9.700135677555703e-09	-0.8703345	0.49165517	0.017458715
9.80022975379498e-09	-0.8599968	0.50931084	0.022507621
9.900081051202336e-09	-0.8467838	0.5307742	0.02682051
1.0000177846808022e-08	-0.83079684	0.5552754	0.030224595
1.0100030210313047e-08	-0.8124439	0.58166206	0.032509435
1.0200125723219245e-08	-0.792178	0.6089094	0.033517428
1.0300224453273841e-08	-0.7708108	0.63575447	0.03312745
1.0400077092866165e-08	-0.7493671	0.66097885	0.031311408
1.050017506945035e-08	-0.72884417	0.68367946	0.028118959
1.0600030572871947e-08	-0.7104719	0.702915	0.023714498
1.070012918141636e-08	-0.6952143	0.7181686	0.018301712
1.0800226058111794e-08	-0.6839911	0.72899544	0.012168594
1.0900080146167705e-08	-0.677423	0.735183	0.0056390706
1.1000179947798392e-08	-0.6757812	0.7367136	-0.0010022041
1.1100034882207985e-08	-0.67905456	0.7336603	-0.0074127936
1.1200131074555171e-08	-0.68692756	0.7262083	-0.013330433
1.1300230320693239e-08	-0.69878924	0.7146861	-0.018474126
1.1400083945738763e-08	-0.71376765	0.699605	-0.02261142
1.1500182171871914e-08	-0.73096126	0.6815157	-0.025595581
1.1600035111894817e-08	-0.74925643	0.6612827	-0.027314201
1.1700130827395296e-08	-0.767743	0.63971233	-0.027754128
1.180022863038503e-08	-0.785488	0.61783546	-0.026963508
1.1900082088391659e-08	-0.8017297	0.596699	-0.025067002
1.2000181693192332e-08	-0.816014	0.57713634	-0.022220338
1.2100036177439414e-08	-0.827919	0.5600643	-0.018627292
1.2200132049366257e-08	-0.8373035	0.54606885	-0.014466872
1.2300228336162082e-08	-0.8440498	0.5356921	-0.009935859
1.2400080301623616e-08	-0.84813976	0.52926457	-0.005219686
1.2500177527038797e-08	-0.8496256	0.52690315	-0.00045254632
1.2600030314487422e-08	-0.84855586	0.52860665	0.004198151
1.270012322965785e-08	-0.844998	0.5342191	0.008617939
1.2800217243589978e-08	-0.83904725	0.5434328	0.012660911
1.2900068544786397e-08	-0.8308613	0.5557693	0.016185006
1.3000163350133192e-08	-0.8205964	0.57071936	0.019075697
1.3100018244500835e-08	-0.80858374	0.58753467	0.021196097
1.3200116404440817e-08	-0.7951515	0.6055375	0.022451688
1.330021437594156e-08	-0.7808264	0.6238833	0.022762079
1.3400069206710706e-08	-0.76624596	0.64172536	0.022098279
1.3500167218208866e-08	-0.75201464	0.65839463	0.020475708
1.3600022594052851e-08	-0.7389039	0.6731452	0.01797378
1.3700121629959464e-08	-0.7275294	0.68550014	0.014701804
1.380021929376607e-08	-0.7185235	0.6950052	0.0108280955
1.3900074088904296e-08	-0.71236324	0.70137095	0.0065563903
1.4000172225983981e-08	-0.7093137	0.70448256	0.0020757627
1.4100026762464665e-08	-0.7094928	0.7043011	-0.0023777194
1.4200124645064943e-08	-0.71280986	0.70091647	-0.006616837
1.4300221556724012e-08	-0.7189919	0.69452655	-0.0104373675
1.4400078399180567e-08	-0.7275821	0.68546575	-0.013664889
1.4500176277587312e-08	-0.7380707	0.6741042	-0.01618186
1.4600030387936289e-08	-0.74978685	0.6610058	-0.017884698
1.4700126273702007e-08	-0.7621439	0.6466976	-0.018735796
1.4800223914734008e-08	-0.77449644	0.6318553	-0.018730763
1.4900080702612634e-08	-0.7862619	0.6171817	-0.01791674
1.5000178013487358e-08	-0.7970332	0.6032564	-0.016370336
1.510003091316999e-08	-0.8063962	0.59074324	-0.014206117
1.520012531265202e-08	-0.8141325	0.580099	-0.011537721
1.5300221498056186e-08	-0.82004344	0.5717701	-0.008501725
1.540007246549053e-08	-0.8240212	0.5660647	-0.005239332
1.55001680447543e-08	-0.8260452	0.56313	-0.0018638428
1.5600022063108244e-08	-0.82611275	0.56303203	0.0014848884
1.5700116325525587e-08	-0.82427245	0.5657038	0.0047050556
1.580021321431002e-08	-0.82060945	0.57096946	0.0076764403
1.5900066168076984e-08	-0.8152698	0.578524	0.010287544
1.6000159424012552e-08	-0.8084076	0.5880288	0.012454223
1.6100012583841453e-08	-0.80029094	0.5989879	0.014081496
1.620010855445576e-08	-0.79117787	0.6109455	0.01510909
1.6300204934965528e-08	-0.7814437	0.62333477	0.015486377
1.6400060433262267e-08	-0.7715212	0.63557875	0.015196303
1.6500156908793444e-08	-0.76180536	0.6472114	0.014249931
1.6600013306819395e-08	-0.7527946	0.6577003	0.012696494
1.670011177985614e-08	-0.74488014	0.66668594	0.010604213
1.6800211781262003e-08	-0.73847085	0.67381275	0.008079022
1.6900068641800084e-08	-0.73388374	0.6788333	0.005252016
1.7000167463372243e-08	-0.7313039	0.6816281	0.0022468143
1.7100020935634374e-08	-0.7308363	0.6821328	-0.0007790947
1.7200119370152574e-08	-0.73245126	0.68038875	-0.003699055
1.7300219162595706e-08	-0.7360104	0.6765175	-0.0063729063
1.7400074746716106e-08	-0.7412542	0.67074245	-0.00867852
1.7500173220518453e-08	-0.7478832	0.663317	-0.010531823
1.7600027521796063e-08	-0.755486	0.6546234	-0.011854613
1.7700125374021076e-08	-0.7636924	0.64501834	-0.012612639
1.7800224783429242e-08	-0.77207696	0.63495696	-0.012790779
1.7900076830755144e-08	-0.7802361	0.62491435	-0.012407682
1.8000173745136394e-08	-0.78786933	0.61528337	-0.011503589
1.8100025117962485e-08	-0.79465353	0.60652333	-0.010145291
1.8200123374938205e-08	-0.8003949	0.5989562	-0.008403838
1.8300222902518853e-08	-0.80490714	0.5929065	-0.006369946
1.8400076797309162e-08	-0.80807143	0.5886084	-0.004142601
1.8500171535993643e-08	-0.80984163	0.58618337	-0.0018056923
1.860002488265121e-08	-0.8101934	0.5856998	0.0005362284
1.8700123045897342e-08	-0.80915415	0.5871276	0.002804201
1.880021919710242e-08	-0.8067869	0.5903612	0.004906794
1.8900072053808764e-08	-0.8032069	0.59520245	0.0067609316
1.9000165459180688e-08	-0.7985411	0.60142606	0.008305455
1.9100020889044652e-08	-0.7929951	0.6087002	0.009474021
1.920011737262644e-08	-0.78676474	0.61671746	0.010226827
1.9300213788454216e-08	-0.780119	0.6250952	0.010531616
1.9400068146696736e-08	-0.7733577	0.63344127	0.010379219
1.9500165953095963e-08	-0.76674587	0.6414362	0.009779158
1.9600021855619638e-08	-0.76061296	0.6487099	0.008765173
1.9700119154441862e-08	-0.75521106	0.6550066	0.0073829303
1.980021804458634e-08	-0.75080425	0.66006917	0.005702316
1.9900072903079436e-08	-0.74759763	0.6637119	0.0038098455
2.0000170352470614e-08	-0.7457117	0.6658384	0.0017871058
2.0100026045690327e-08	-0.74522	0.66639096	-0.00026118438
2.020012245945125e-08	-0.74611104	0.66538954	-0.0022502528
2.0300218842032892e-08	-0.7483058	0.66291183	-0.004085739
2.0400071411252175e-08	-0.75164825	0.6591083	-0.005684506
2.0500169443393587e-08	-0.755955	0.6541524	-0.0069885724
2.0600023852911068e-08	-0.7609676	0.6483046	-0.007942375
2.070012199701585e-08	-0.7664491	0.6418088	-0.008519561
2.0800219153970203e-08	-0.77212	0.63497424	-0.008705347
2.0900073616329394e-08	-0.77770764	0.62812275	-0.008507244
2.1000168000009516e-08	-0.7830003	0.621522	-0.0079478305
2.1100021975575905e-08	-0.78776443	0.61548495	-0.0070677428
2.120011572741111e-08	-0.7918497	0.61023426	-0.0059125423
2.1300209740319716e-08	-0.79510856	0.6059953	-0.004542417
2.1400062077860555e-08	-0.79744035	0.6029342	-0.0030252584
