# t (s)	mx ()	my ()	mz ()
0	0.099875234	0.94881475	0.29962572
1.0025372743381259e-10	0.2135723	0.9601862	0.17855424
2.0041063818465807e-10	0.27873382	0.95429784	0.10583438
3.0004372704213763e-10	0.31549054	0.94668233	0.062211134
4.002688229745363e-10	0.33588377	0.9410211	0.035770975
5.004986459941245e-10	0.34646603	0.9376482	0.019863084
6.001252720907855e-10	0.35120994	0.9360348	0.010333048
7.003065124933856e-10	0.35250974	0.9355919	0.004551809
8.00559690924221e-10	0.3517157	0.9359015	0.0010641472
9.001972144249548e-10	0.34967083	0.9366683	-0.0010317232
1.0003580326149658e-09	0.346846	0.93771684	-0.0023104965
1.100038447908818e-09	0.3435615	0.9389242	-0.003087465
1.200283890918591e-09	0.33995837	0.9402345	-0.0035698868
1.300434355437547e-09	0.33616292	0.94159853	-0.003872998
1.4000816329150033e-09	0.33225346	0.9429857	-0.0040692324
1.5003328313908317e-09	0.32822186	0.94439757	-0.0042043277
1.6005162794976891e-09	0.32411432	0.9458162	-0.0043033035
1.7001435059447131e-09	0.31996185	0.9472302	-0.004381857
1.8003687805421402e-09	0.31572092	0.9486535	-0.0044505354
1.900055342956036e-09	0.31144065	0.95006865	-0.0045143813
2.0002208225850534e-09	0.30707628	0.95148945	-0.004577644
2.1004044621801386e-09	0.30264488	0.95290965	-0.0046422863
2.2000950598461955e-09	0.29816586	0.954322	-0.004709397
2.3003031344342908e-09	0.29358983	0.9557409	-0.004780598
2.4004461685049534e-09	0.2889381	0.95715874	-0.0048561795
2.500110228118368e-09	0.28422564	0.95857	-0.0049363016
2.600358431971374e-09	0.27939647	0.9599899	-0.005022246
2.7000110986593905e-09	0.2745017	0.96140224	-0.0051133786
2.800147258118065e-09	0.26948243	0.96282244	-0.0052110343
2.9003947958011076e-09	0.26434985	0.9642455	-0.005315277
3.0000644183728637e-09	0.25913316	0.96566164	-0.005425713
3.1002149436624903e-09	0.2537698	0.967086	-0.005543905
3.2004246534464727e-09	0.24827352	0.9685127	-0.0056698406
3.3001096421674036e-09	0.24266922	0.96993315	-0.005803182
3.400286212850299e-09	0.23689112	0.97136146	-0.0059457747
3.500452889859622e-09	0.23095779	0.9727901	-0.0060974974
3.600135847658386e-09	0.22488865	0.9742119	-0.00625812
3.700354695556347e-09	0.21861097	0.9756405	-0.006429912
3.800494512750837e-09	0.21215098	0.9770662	-0.0066125453
3.9001496362074365e-09	0.20552456	0.97848207	-0.006805888
4.000402099950956e-09	0.19864678	0.9799019	-0.0070128217
4.100046604743612e-09	0.19158694	0.981307	-0.0072316737
4.2001931092841006e-09	0.18425243	0.98271066	-0.007465729
4.300439417023987e-09	0.17665507	0.98410475	-0.007715117
4.400102520763486e-09	0.16883223	0.9854767	-0.007979026
4.50024322646469e-09	0.16068363	0.98683774	-0.0082613025
4.600446893498684e-09	0.15222205	0.9881775	-0.008562058
4.7001323049461115e-09	0.14347892	0.98948395	-0.008880611
4.800308584525676e-09	0.13434488	0.990764	-0.009221425
4.900463333740406e-09	0.12484177	0.9920046	-0.00958424
5.000137606612617e-09	0.11499238	0.9931925	-0.009968584
5.100364517540288e-09	0.10466914	0.99433076	-0.010379867
5.200498998810317e-09	0.093909144	0.9954015	-0.010817051
5.3001498189778295e-09	0.08273069	0.9963891	-0.011279622
5.400402060080068e-09	0.0709822	0.9972905	-0.011774069
5.500040430426318e-09	0.058776308	0.9980791	-0.012295717
5.600173875016963e-09	0.045947026	0.9987459	-0.012851531
5.700413283883268e-09	0.03250727	0.9992666	-0.01344067
5.800078245647161e-09	0.018520448	0.99961555	-0.014059682
5.900213811170444e-09	0.003808876	0.9997705	-0.014715428
6.000415690677575e-09	-0.011604753	0.99969995	-0.015405489
6.100095691218866e-09	-0.027654935	0.99937284	-0.016124941
6.200267940155919e-09	-0.044532098	0.9987496	-0.016879689
6.300421909244821e-09	-0.06217953	0.9977913	-0.017663797
6.400098537383379e-09	-0.08052959	0.9964616	-0.018470056
6.500318454539058e-09	-0.09978373	0.9946995	-0.019302035
6.600451997215162e-09	-0.11983118	0.9924639	-0.020148486
6.700106135041062e-09	-0.14058132	0.98971605	-0.020998243
6.8003571878087625e-09	-0.16224279	0.9863733	-0.021851031
6.900001744744082e-09	-0.18452528	0.98242414	-0.022685524
7.000142752470457e-09	-0.2076287	0.9777767	-0.023498196
7.1003816318085314e-09	-0.23140538	0.9723978	-0.02427134
7.200056124591164e-09	-0.2556151	0.9662901	-0.024984982
7.300208889119256e-09	-0.28041452	0.95936126	-0.025630962
7.400405298905494e-09	-0.3055874	0.9516176	-0.026190352
7.500087608974752e-09	-0.33086562	0.94310397	-0.026646178
7.600290143350744e-09	-0.35637423	0.93374366	-0.026990408
7.700446590287112e-09	-0.3818249	0.92361164	-0.027210131
7.800121472837722e-09	-0.40696082	0.91280234	-0.027298555
7.900362405420805e-09	-0.4319006	0.9012607	-0.02725337
8.00001227854843e-09	-0.45621902	0.8891934	-0.027076095
8.100174418622333e-09	-0.48005897	0.8765522	-0.026769767
8.200434992938229e-09	-0.50320405	0.86347735	-0.026342994
8.300089002550822e-09	-0.5254033	0.85016024	-0.02581114
8.40025626609452e-09	-0.54683244	0.83654916	-0.025182154
8.50049528934669e-09	-0.56733406	0.8227979	-0.024473283
8.60017990086524e-09	-0.58675116	0.8090826	-0.023705358
8.700342552685775e-09	-0.6052686	0.79534376	-0.0228863
8.80001349772505e-09	-0.62270546	0.78178704	-0.022039022
8.900261514870665e-09	-0.6392595	0.7683311	-0.021168279
9.000458255601524e-09	-0.6548427	0.75511515	-0.020291787
9.100104574260107e-09	-0.66941774	0.74224603	-0.019424561
9.200341550827728e-09	-0.6831902	0.7296103	-0.01856557
9.300040920301643e-09	-0.6960472	0.71737564	-0.017731627
9.400235840157983e-09	-0.7081684	0.7054324	-0.016919648
9.500414769492688e-09	-0.7195339	0.693855	-0.016138123
9.600100869873815e-09	-0.7301427	0.68270063	-0.015393388
9.700339588609339e-09	-0.740152	0.6718532	-0.014679484
9.8005109259893e-09	-0.7495407	0.66137874	-0.01400198
9.900174269051501e-09	-0.7583161	0.65131396	-0.013363764
1.0000442263801986e-08	-0.7666165	0.64153785	-0.0127573935
1.010010371286151e-08	-0.7743805	0.632158	-0.012189401
1.0200284094903783e-08	-0.7817327	0.62305623	-0.011652234
1.030054707173925e-08	-0.7886709	0.6142623	-0.01114721
1.0400220399252695e-08	-0.79518324	0.6058195	-0.010675989
1.0500388580281804e-08	-0.80137026	0.5976222	-0.010231851
1.0600058870090767e-08	-0.8071973	0.5897382	-0.00981762
1.070031077953535e-08	-0.81275177	0.58206904	-0.009427248
1.0800495039036448e-08	-0.8180183	0.57465327	-0.009061896
1.090014484888798e-08	-0.8229958	0.5675104	-0.008721532
1.1000372101613262e-08	-0.8277589	0.5605486	-0.008400907
1.1100069973884179e-08	-0.83227223	0.5538331	-0.008102204
1.1200269152074815e-08	-0.836599	0.5472829	-0.007821006
1.1300447418568551e-08	-0.8407301	0.5409225	-0.007557669
1.1400121254074383e-08	-0.8446606	0.53477114	-0.007312177
1.1500377148159264e-08	-0.8484459	0.5287517	-0.007080777
1.1600044320465061e-08	-0.8520533	0.5229251	-0.0068651596
1.170022447450572e-08	-0.8555335	0.51721776	-0.00666199
1.1800481056158858e-08	-0.85888004	0.5116474	-0.006471394
1.19001473285563e-08	-0.8620806	0.5062418	-0.0062937215
