# t (s)	mx ()	my ()	mz ()
0	0.099875234	0.94881475	0.29962572
1.0031405930912369e-10	0.19149402	0.9673859	0.1642898
2.004647124301837e-10	0.2309092	0.9691571	0.08397891
3.000977310628085e-10	0.24040754	0.9698275	0.036310844
4.003312916654952e-10	0.23235834	0.97244376	0.0075967135
5.000047334775095e-10	0.21372764	0.9766949	-0.00966224
6.001585249803129e-10	0.18824594	0.9817668	-0.020354573
7.003492071345447e-10	0.15818393	0.9868981	-0.027176326
8.000279039479679e-10	0.124957964	0.9915222	-0.03176363
9.002216784416414e-10	0.08888487	0.9952957	-0.035141475
1.0003627230692528e-09	0.050488185	0.9978843	-0.03785568
1.1000306636095962e-09	0.0101108225	0.9990181	-0.040225826
1.2002665902160506e-09	-0.032584973	0.9984441	-0.042452373
1.3003985402105815e-09	-0.07725162	0.995886	-0.04459862
1.4000427066039098e-09	-0.123588085	0.99109995	-0.04667111
1.500293528126512e-09	-0.17192057	0.98376083	-0.04866116
1.60046063189879e-09	-0.22164412	0.97365654	-0.050491285
1.7000850944316014e-09	-0.27212405	0.9606701	-0.052073102
1.8003031100313277e-09	-0.3234335	0.9445423	-0.05333661
1.9005374802467063e-09	-0.37469053	0.92533576	-0.054191478
2.0001694697333555e-09	-0.42494673	0.90331614	-0.054578066
2.1003454427960723e-09	-0.4741481	0.87847555	-0.05447478
2.2000184602196282e-09	-0.5212058	0.85141814	-0.053892482
2.3002655581619662e-09	-0.5661474	0.82227075	-0.05286956
2.4004232479740313e-09	-0.6083077	0.7916688	-0.051482715
2.500098035884846e-09	-0.6473348	0.76019126	-0.049830146
2.6003499916313625e-09	-0.6835599	0.72791	-0.047989894
2.700023333744761e-09	-0.71659744	0.69553965	-0.046074636
2.800183451908658e-09	-0.74692214	0.66300374	-0.044145357
2.900426402859585e-09	-0.77456325	0.6306262	-0.04227702
3.000108383314515e-09	-0.7995709	0.5987332	-0.04053263
3.100287589567856e-09	-0.82243556	0.5670435	-0.03893091
3.200478209084101e-09	-0.84325045	0.5357186	-0.037505932
3.300164997984351e-09	-0.8621319	0.5048811	-0.03627904
3.400404966403807e-09	-0.87947005	0.47413525	-0.035245623
3.5000394530832732e-09	-0.8952335	0.44374356	-0.0344208
3.6002330989549167e-09	-0.9097532	0.4132382	-0.033795197
3.7004849440256388e-09	-0.92306626	0.3826447	-0.03337266
3.800137968691887e-09	-0.93519163	0.35202616	-0.033152748
3.900289023596521e-09	-0.9463374	0.32089776	-0.03313142
4.0005319341787326e-09	-0.95649815	0.28922552	-0.0333098
4.100203850593441e-09	-0.96563786	0.25705987	-0.033685323
